Houston,LosAngeles,Miami,NewYork,Age,Gender,Subscription_Length_Months,Monthly_Bill,Total_Usage_GB,Churn
0.0,1.0,0.0,0.0,60.0,0.0,12.0,46.52,323.0,0.0
0.0,0.0,0.0,0.0,22.0,0.0,5.0,91.34,65.0,1.0
0.0,1.0,0.0,0.0,66.0,0.0,20.0,90.36,479.0,0.0
0.0,0.0,1.0,0.0,24.0,0.0,10.0,81.09,195.0,0.0
1.0,0.0,0.0,0.0,63.0,0.0,16.0,38.09,114.0,0.0
0.0,1.0,0.0,0.0,43.0,1.0,21.0,38.33,149.0,1.0
0.0,0.0,0.0,1.0,54.0,0.0,5.0,82.06,322.0,0.0
0.0,0.0,1.0,0.0,23.0,1.0,5.0,59.75,438.0,0.0
0.0,0.0,0.0,1.0,32.0,1.0,6.0,80.84,358.0,0.0
0.0,0.0,0.0,1.0,26.0,1.0,11.0,51.63,368.0,1.0
0.0,0.0,1.0,0.0,70.0,0.0,11.0,85.35,69.0,0.0
0.0,0.0,1.0,0.0,36.0,1.0,6.0,84.96,417.0,0.0
1.0,0.0,0.0,0.0,52.0,0.0,4.0,98.47,185.0,1.0
0.0,0.0,0.0,0.0,38.0,1.0,4.0,38.46,89.0,1.0
0.0,1.0,0.0,0.0,25.0,1.0,23.0,38.84,191.0,0.0
0.0,0.0,0.0,1.0,33.0,1.0,5.0,66.77,399.0,1.0
0.0,0.0,0.0,0.0,21.0,0.0,5.0,90.52,60.0,1.0
0.0,0.0,0.0,0.0,27.0,0.0,10.0,63.34,458.0,1.0
0.0,0.0,1.0,0.0,23.0,1.0,21.0,67.26,321.0,1.0
0.0,0.0,0.0,0.0,62.0,1.0,20.0,60.13,242.0,1.0
0.0,1.0,0.0,0.0,50.0,0.0,15.0,61.24,96.0,0.0
0.0,1.0,0.0,0.0,26.0,1.0,2.0,34.38,464.0,1.0
1.0,0.0,0.0,0.0,40.0,1.0,10.0,95.47,470.0,0.0
0.0,0.0,0.0,1.0,70.0,1.0,7.0,59.46,288.0,1.0
0.0,0.0,1.0,0.0,57.0,1.0,5.0,63.87,211.0,1.0
0.0,0.0,0.0,1.0,48.0,1.0,14.0,60.02,112.0,0.0
0.0,0.0,0.0,0.0,41.0,0.0,5.0,43.57,108.0,1.0
0.0,0.0,1.0,0.0,37.0,0.0,19.0,67.38,251.0,0.0
0.0,0.0,1.0,0.0,52.0,1.0,5.0,66.14,263.0,1.0
0.0,0.0,0.0,0.0,39.0,0.0,16.0,65.58,134.0,0.0
0.0,0.0,0.0,0.0,50.0,0.0,13.0,86.96,497.0,1.0
0.0,0.0,0.0,1.0,37.0,0.0,23.0,70.33,89.0,1.0
0.0,0.0,0.0,0.0,35.0,0.0,9.0,79.64,159.0,1.0
0.0,0.0,0.0,0.0,56.0,0.0,11.0,79.84,205.0,1.0
0.0,0.0,0.0,1.0,62.0,1.0,17.0,99.9,380.0,1.0
0.0,0.0,0.0,0.0,55.0,1.0,24.0,84.2,336.0,1.0
1.0,0.0,0.0,0.0,22.0,0.0,17.0,91.17,497.0,1.0
0.0,0.0,0.0,0.0,63.0,1.0,12.0,40.23,239.0,1.0
0.0,0.0,1.0,0.0,35.0,1.0,11.0,74.82,205.0,0.0
0.0,0.0,0.0,0.0,68.0,1.0,20.0,88.1,417.0,0.0
1.0,0.0,0.0,0.0,37.0,1.0,15.0,69.45,249.0,1.0
0.0,0.0,0.0,0.0,56.0,0.0,18.0,49.21,257.0,1.0
0.0,0.0,0.0,0.0,47.0,1.0,14.0,51.74,184.0,1.0
0.0,1.0,0.0,0.0,18.0,1.0,15.0,32.39,352.0,0.0
0.0,0.0,1.0,0.0,65.0,1.0,14.0,96.05,301.0,1.0
0.0,0.0,0.0,1.0,56.0,1.0,15.0,47.88,493.0,0.0
0.0,1.0,0.0,0.0,45.0,0.0,16.0,51.16,246.0,0.0
0.0,0.0,1.0,0.0,62.0,0.0,20.0,75.09,243.0,1.0
1.0,0.0,0.0,0.0,59.0,1.0,21.0,68.45,485.0,1.0
1.0,0.0,0.0,0.0,41.0,0.0,20.0,75.77,284.0,1.0
1.0,0.0,0.0,0.0,36.0,0.0,7.0,64.95,455.0,0.0
0.0,0.0,1.0,0.0,49.0,0.0,20.0,81.41,331.0,1.0
0.0,1.0,0.0,0.0,30.0,1.0,13.0,31.78,270.0,1.0
0.0,1.0,0.0,0.0,28.0,1.0,12.0,73.15,287.0,0.0
0.0,1.0,0.0,0.0,55.0,0.0,24.0,44.0,107.0,1.0
0.0,0.0,0.0,0.0,67.0,0.0,23.0,87.08,265.0,1.0
0.0,0.0,0.0,1.0,52.0,0.0,16.0,80.73,329.0,1.0
0.0,0.0,0.0,0.0,18.0,1.0,24.0,76.17,458.0,1.0
1.0,0.0,0.0,0.0,69.0,1.0,23.0,53.33,230.0,1.0
1.0,0.0,0.0,0.0,24.0,1.0,12.0,54.52,324.0,1.0
0.0,1.0,0.0,0.0,37.0,0.0,20.0,81.31,64.0,0.0
0.0,0.0,0.0,0.0,50.0,0.0,21.0,86.53,282.0,1.0
0.0,1.0,0.0,0.0,59.0,1.0,22.0,70.36,267.0,0.0
0.0,1.0,0.0,0.0,29.0,1.0,5.0,90.55,366.0,1.0
0.0,1.0,0.0,0.0,56.0,0.0,2.0,39.87,280.0,1.0
0.0,0.0,1.0,0.0,40.0,0.0,23.0,37.17,435.0,0.0
1.0,0.0,0.0,0.0,25.0,0.0,9.0,66.01,476.0,1.0
1.0,0.0,0.0,0.0,64.0,1.0,11.0,46.39,422.0,0.0
0.0,0.0,0.0,1.0,29.0,0.0,16.0,40.62,189.0,1.0
0.0,0.0,1.0,0.0,47.0,0.0,15.0,44.68,340.0,0.0
0.0,0.0,0.0,1.0,47.0,0.0,5.0,59.07,453.0,0.0
0.0,0.0,0.0,0.0,34.0,1.0,24.0,40.33,478.0,0.0
0.0,1.0,0.0,0.0,45.0,1.0,7.0,42.89,76.0,1.0
0.0,0.0,0.0,0.0,44.0,0.0,11.0,51.14,475.0,0.0
0.0,0.0,1.0,0.0,47.0,1.0,21.0,42.43,221.0,0.0
0.0,0.0,0.0,1.0,22.0,1.0,19.0,88.02,88.0,1.0
0.0,0.0,1.0,0.0,46.0,0.0,14.0,53.57,475.0,1.0
1.0,0.0,0.0,0.0,40.0,0.0,7.0,71.94,216.0,0.0
0.0,0.0,0.0,0.0,53.0,0.0,16.0,90.37,99.0,1.0
0.0,0.0,0.0,1.0,44.0,1.0,17.0,54.6,489.0,1.0
0.0,1.0,0.0,0.0,33.0,0.0,14.0,79.62,189.0,0.0
0.0,1.0,0.0,0.0,41.0,1.0,7.0,98.32,83.0,0.0
0.0,0.0,0.0,0.0,61.0,1.0,6.0,34.48,174.0,0.0
0.0,0.0,0.0,0.0,35.0,0.0,2.0,71.14,486.0,1.0
1.0,0.0,0.0,0.0,54.0,0.0,2.0,61.45,220.0,1.0
0.0,0.0,0.0,0.0,41.0,0.0,9.0,61.94,272.0,0.0
0.0,0.0,1.0,0.0,54.0,1.0,12.0,95.58,489.0,1.0
0.0,0.0,0.0,1.0,68.0,0.0,12.0,76.39,93.0,1.0
0.0,0.0,0.0,1.0,58.0,0.0,2.0,85.13,98.0,0.0
0.0,1.0,0.0,0.0,23.0,1.0,18.0,71.06,54.0,1.0
0.0,0.0,0.0,1.0,29.0,0.0,19.0,34.33,441.0,1.0
0.0,0.0,0.0,1.0,34.0,0.0,11.0,46.72,118.0,0.0
0.0,0.0,1.0,0.0,55.0,0.0,1.0,69.23,221.0,0.0
1.0,0.0,0.0,0.0,34.0,0.0,10.0,30.85,416.0,1.0
0.0,1.0,0.0,0.0,23.0,1.0,17.0,68.95,221.0,1.0
0.0,0.0,0.0,1.0,23.0,1.0,18.0,89.7,107.0,0.0
0.0,0.0,1.0,0.0,33.0,1.0,10.0,58.87,218.0,1.0
0.0,0.0,0.0,0.0,24.0,1.0,7.0,63.33,260.0,0.0
1.0,0.0,0.0,0.0,51.0,0.0,11.0,81.45,496.0,0.0
1.0,0.0,0.0,0.0,43.0,1.0,5.0,53.98,237.0,1.0
0.0,0.0,1.0,0.0,23.0,0.0,12.0,63.13,419.0,0.0
0.0,1.0,0.0,0.0,36.0,1.0,21.0,36.58,244.0,0.0
0.0,0.0,0.0,0.0,59.0,1.0,5.0,78.44,485.0,0.0
1.0,0.0,0.0,0.0,68.0,0.0,9.0,45.27,130.0,1.0
0.0,0.0,0.0,0.0,56.0,0.0,20.0,83.44,219.0,1.0
0.0,0.0,0.0,0.0,54.0,1.0,9.0,65.36,378.0,0.0
0.0,0.0,0.0,0.0,35.0,0.0,6.0,65.54,388.0,0.0
0.0,1.0,0.0,0.0,54.0,1.0,19.0,51.39,164.0,0.0
1.0,0.0,0.0,0.0,55.0,0.0,1.0,92.73,273.0,1.0
0.0,0.0,0.0,0.0,25.0,1.0,23.0,49.33,282.0,0.0
0.0,0.0,1.0,0.0,34.0,0.0,23.0,69.95,169.0,1.0
0.0,1.0,0.0,0.0,48.0,1.0,20.0,57.72,214.0,1.0
0.0,1.0,0.0,0.0,33.0,0.0,19.0,54.97,427.0,0.0
0.0,1.0,0.0,0.0,22.0,0.0,2.0,33.58,454.0,1.0
0.0,0.0,1.0,0.0,40.0,1.0,13.0,44.97,183.0,1.0
0.0,0.0,0.0,1.0,33.0,0.0,23.0,38.97,236.0,1.0
0.0,1.0,0.0,0.0,61.0,1.0,4.0,39.73,132.0,1.0
0.0,1.0,0.0,0.0,56.0,0.0,16.0,61.42,203.0,0.0
0.0,0.0,0.0,1.0,46.0,0.0,6.0,73.43,190.0,0.0
0.0,0.0,0.0,0.0,57.0,0.0,1.0,69.18,173.0,1.0
0.0,0.0,1.0,0.0,24.0,1.0,7.0,50.28,122.0,1.0
0.0,0.0,1.0,0.0,49.0,0.0,12.0,61.98,475.0,1.0
0.0,0.0,0.0,0.0,21.0,1.0,13.0,55.44,288.0,0.0
0.0,0.0,0.0,1.0,34.0,1.0,17.0,47.79,155.0,0.0
0.0,0.0,0.0,1.0,37.0,0.0,2.0,96.95,139.0,1.0
0.0,1.0,0.0,0.0,45.0,0.0,11.0,66.89,180.0,0.0
1.0,0.0,0.0,0.0,65.0,0.0,4.0,99.91,190.0,0.0
0.0,0.0,1.0,0.0,49.0,0.0,24.0,82.19,416.0,1.0
0.0,0.0,0.0,0.0,23.0,0.0,4.0,47.68,492.0,0.0
0.0,0.0,1.0,0.0,50.0,0.0,24.0,64.34,350.0,1.0
0.0,0.0,0.0,0.0,36.0,0.0,2.0,37.09,247.0,1.0
0.0,0.0,1.0,0.0,45.0,1.0,11.0,44.31,423.0,1.0
0.0,1.0,0.0,0.0,35.0,1.0,1.0,39.95,490.0,0.0
0.0,0.0,0.0,1.0,26.0,0.0,7.0,51.99,308.0,0.0
0.0,0.0,0.0,1.0,69.0,0.0,24.0,63.01,334.0,1.0
0.0,0.0,0.0,1.0,36.0,1.0,7.0,48.48,113.0,1.0
0.0,0.0,1.0,0.0,70.0,1.0,18.0,44.66,378.0,1.0
0.0,1.0,0.0,0.0,25.0,0.0,6.0,42.18,229.0,0.0
0.0,1.0,0.0,0.0,30.0,1.0,20.0,65.96,166.0,0.0
0.0,0.0,0.0,0.0,34.0,0.0,11.0,89.12,241.0,0.0
0.0,0.0,0.0,0.0,62.0,0.0,16.0,70.42,310.0,0.0
0.0,0.0,0.0,1.0,28.0,0.0,10.0,70.45,258.0,0.0
0.0,0.0,0.0,1.0,55.0,1.0,9.0,76.3,348.0,1.0
0.0,0.0,0.0,1.0,24.0,1.0,17.0,45.39,394.0,1.0
1.0,0.0,0.0,0.0,42.0,1.0,19.0,41.15,333.0,0.0
0.0,1.0,0.0,0.0,54.0,0.0,21.0,47.56,325.0,0.0
0.0,1.0,0.0,0.0,67.0,0.0,15.0,42.6,334.0,1.0
1.0,0.0,0.0,0.0,23.0,1.0,6.0,50.37,222.0,0.0
0.0,0.0,1.0,0.0,52.0,1.0,22.0,50.75,490.0,0.0
0.0,1.0,0.0,0.0,62.0,0.0,3.0,45.77,58.0,1.0
0.0,0.0,1.0,0.0,43.0,0.0,3.0,32.12,209.0,1.0
0.0,1.0,0.0,0.0,27.0,0.0,3.0,42.95,394.0,1.0
0.0,0.0,1.0,0.0,70.0,0.0,10.0,95.76,223.0,0.0
0.0,0.0,1.0,0.0,41.0,1.0,11.0,89.5,182.0,1.0
0.0,0.0,1.0,0.0,69.0,1.0,5.0,46.94,181.0,0.0
0.0,0.0,1.0,0.0,43.0,1.0,17.0,38.42,243.0,1.0
0.0,0.0,1.0,0.0,56.0,1.0,6.0,98.53,474.0,0.0
0.0,1.0,0.0,0.0,48.0,0.0,21.0,79.16,79.0,0.0
0.0,0.0,0.0,1.0,64.0,0.0,22.0,84.21,190.0,1.0
0.0,0.0,0.0,1.0,46.0,1.0,21.0,59.74,454.0,0.0
0.0,0.0,0.0,0.0,33.0,0.0,22.0,61.29,151.0,0.0
0.0,1.0,0.0,0.0,47.0,0.0,10.0,52.29,66.0,1.0
0.0,0.0,0.0,0.0,56.0,1.0,24.0,52.1,114.0,0.0
1.0,0.0,0.0,0.0,23.0,1.0,1.0,90.78,292.0,0.0
0.0,0.0,0.0,1.0,49.0,1.0,12.0,34.1,294.0,1.0
1.0,0.0,0.0,0.0,46.0,1.0,17.0,99.14,412.0,0.0
0.0,0.0,1.0,0.0,44.0,0.0,24.0,39.62,188.0,1.0
1.0,0.0,0.0,0.0,18.0,0.0,13.0,42.5,480.0,0.0
0.0,0.0,0.0,0.0,53.0,0.0,6.0,70.74,492.0,1.0
1.0,0.0,0.0,0.0,18.0,0.0,6.0,83.73,199.0,0.0
0.0,0.0,1.0,0.0,53.0,1.0,18.0,49.4,241.0,0.0
0.0,0.0,1.0,0.0,35.0,0.0,18.0,81.06,177.0,0.0
0.0,1.0,0.0,0.0,70.0,0.0,15.0,66.41,187.0,1.0
0.0,0.0,1.0,0.0,51.0,1.0,13.0,94.61,170.0,1.0
0.0,0.0,0.0,1.0,52.0,1.0,3.0,67.02,434.0,1.0
1.0,0.0,0.0,0.0,35.0,0.0,22.0,60.54,64.0,0.0
0.0,0.0,1.0,0.0,63.0,0.0,17.0,53.91,89.0,0.0
1.0,0.0,0.0,0.0,41.0,0.0,15.0,91.62,116.0,1.0
0.0,1.0,0.0,0.0,50.0,1.0,7.0,37.62,239.0,1.0
0.0,0.0,0.0,0.0,52.0,0.0,11.0,74.21,316.0,0.0
0.0,0.0,0.0,0.0,55.0,1.0,2.0,95.08,360.0,0.0
0.0,0.0,1.0,0.0,28.0,0.0,10.0,48.34,297.0,1.0
0.0,0.0,1.0,0.0,31.0,1.0,22.0,37.94,293.0,1.0
0.0,0.0,1.0,0.0,41.0,1.0,1.0,57.36,393.0,0.0
0.0,1.0,0.0,0.0,35.0,0.0,24.0,67.39,321.0,0.0
0.0,1.0,0.0,0.0,39.0,1.0,23.0,66.33,243.0,0.0
0.0,0.0,0.0,0.0,36.0,1.0,1.0,72.1,113.0,1.0
0.0,0.0,0.0,0.0,22.0,1.0,22.0,52.58,340.0,1.0
0.0,0.0,0.0,1.0,64.0,0.0,18.0,62.14,210.0,0.0
0.0,0.0,1.0,0.0,25.0,1.0,18.0,42.72,160.0,0.0
0.0,0.0,0.0,1.0,44.0,1.0,12.0,35.96,291.0,0.0
0.0,0.0,1.0,0.0,31.0,1.0,11.0,48.24,372.0,1.0
0.0,0.0,1.0,0.0,50.0,0.0,10.0,50.68,164.0,1.0
0.0,0.0,1.0,0.0,23.0,0.0,4.0,51.4,200.0,0.0
0.0,0.0,1.0,0.0,42.0,0.0,14.0,80.5,384.0,0.0
0.0,0.0,0.0,0.0,41.0,1.0,23.0,95.52,261.0,0.0
0.0,0.0,1.0,0.0,45.0,1.0,18.0,82.75,486.0,0.0
0.0,0.0,1.0,0.0,45.0,1.0,9.0,75.7,133.0,1.0
0.0,1.0,0.0,0.0,60.0,1.0,8.0,34.76,279.0,1.0
0.0,0.0,0.0,1.0,20.0,0.0,5.0,41.19,295.0,1.0
0.0,0.0,0.0,1.0,29.0,0.0,8.0,71.51,394.0,0.0
0.0,0.0,0.0,0.0,69.0,1.0,8.0,40.36,282.0,0.0
0.0,0.0,0.0,0.0,33.0,1.0,22.0,78.43,357.0,0.0
0.0,0.0,1.0,0.0,20.0,0.0,6.0,96.22,303.0,1.0
1.0,0.0,0.0,0.0,36.0,0.0,19.0,67.64,475.0,1.0
1.0,0.0,0.0,0.0,29.0,0.0,6.0,75.28,367.0,0.0
0.0,0.0,0.0,0.0,59.0,0.0,11.0,58.82,497.0,1.0
0.0,0.0,1.0,0.0,58.0,0.0,16.0,82.7,135.0,0.0
0.0,0.0,0.0,0.0,55.0,0.0,9.0,75.22,469.0,1.0
0.0,0.0,0.0,0.0,53.0,1.0,22.0,39.26,384.0,0.0
0.0,0.0,1.0,0.0,58.0,1.0,21.0,65.52,161.0,0.0
0.0,0.0,0.0,0.0,53.0,0.0,3.0,69.69,99.0,0.0
0.0,0.0,1.0,0.0,62.0,1.0,14.0,33.62,202.0,0.0
0.0,0.0,0.0,1.0,25.0,1.0,6.0,92.0,337.0,0.0
0.0,0.0,1.0,0.0,36.0,1.0,24.0,60.34,396.0,0.0
0.0,0.0,1.0,0.0,42.0,0.0,22.0,68.28,152.0,0.0
0.0,1.0,0.0,0.0,56.0,0.0,10.0,67.19,100.0,0.0
1.0,0.0,0.0,0.0,59.0,1.0,10.0,49.54,373.0,1.0
0.0,0.0,0.0,0.0,70.0,1.0,4.0,65.72,188.0,0.0
0.0,0.0,1.0,0.0,37.0,0.0,16.0,50.17,155.0,1.0
0.0,0.0,0.0,1.0,50.0,0.0,22.0,77.43,296.0,1.0
0.0,0.0,0.0,1.0,20.0,1.0,20.0,67.83,261.0,1.0
0.0,1.0,0.0,0.0,53.0,1.0,22.0,31.49,349.0,0.0
0.0,1.0,0.0,0.0,33.0,0.0,18.0,31.82,491.0,1.0
0.0,0.0,1.0,0.0,38.0,0.0,9.0,90.0,173.0,0.0
0.0,0.0,1.0,0.0,62.0,0.0,12.0,96.19,95.0,1.0
0.0,0.0,0.0,1.0,60.0,0.0,2.0,91.95,297.0,1.0
1.0,0.0,0.0,0.0,53.0,0.0,22.0,75.87,371.0,1.0
0.0,1.0,0.0,0.0,61.0,0.0,16.0,57.89,413.0,1.0
0.0,1.0,0.0,0.0,40.0,0.0,9.0,31.9,170.0,0.0
0.0,1.0,0.0,0.0,36.0,1.0,16.0,74.14,244.0,1.0
0.0,0.0,1.0,0.0,32.0,1.0,13.0,35.22,236.0,0.0
0.0,0.0,0.0,0.0,66.0,0.0,12.0,49.09,165.0,1.0
0.0,1.0,0.0,0.0,38.0,0.0,21.0,61.43,60.0,1.0
0.0,0.0,0.0,1.0,46.0,0.0,24.0,38.95,294.0,0.0
0.0,0.0,1.0,0.0,44.0,1.0,24.0,85.84,451.0,1.0
1.0,0.0,0.0,0.0,67.0,1.0,16.0,60.51,367.0,1.0
1.0,0.0,0.0,0.0,62.0,0.0,1.0,34.76,377.0,0.0
0.0,1.0,0.0,0.0,39.0,0.0,2.0,96.19,396.0,0.0
1.0,0.0,0.0,0.0,65.0,1.0,10.0,47.38,375.0,0.0
0.0,0.0,1.0,0.0,19.0,1.0,6.0,58.76,252.0,1.0
0.0,1.0,0.0,0.0,55.0,0.0,10.0,33.58,415.0,0.0
0.0,0.0,0.0,0.0,42.0,0.0,14.0,73.59,378.0,1.0
0.0,0.0,0.0,0.0,43.0,1.0,3.0,98.48,457.0,1.0
0.0,0.0,0.0,1.0,55.0,0.0,22.0,45.81,92.0,0.0
1.0,0.0,0.0,0.0,33.0,1.0,13.0,95.15,290.0,0.0
0.0,0.0,0.0,0.0,53.0,0.0,12.0,35.77,312.0,0.0
1.0,0.0,0.0,0.0,60.0,1.0,1.0,30.46,243.0,0.0
0.0,0.0,0.0,0.0,25.0,1.0,14.0,91.23,394.0,0.0
0.0,0.0,0.0,0.0,48.0,1.0,8.0,89.23,175.0,1.0
0.0,0.0,1.0,0.0,20.0,0.0,10.0,85.84,252.0,1.0
0.0,0.0,0.0,1.0,34.0,1.0,21.0,48.74,460.0,1.0
0.0,0.0,0.0,1.0,43.0,1.0,7.0,59.5,185.0,0.0
0.0,0.0,1.0,0.0,26.0,1.0,20.0,31.22,155.0,0.0
0.0,0.0,1.0,0.0,62.0,0.0,11.0,87.35,94.0,1.0
0.0,0.0,1.0,0.0,42.0,1.0,11.0,88.71,135.0,0.0
0.0,0.0,0.0,0.0,66.0,1.0,17.0,71.78,96.0,0.0
1.0,0.0,0.0,0.0,23.0,1.0,5.0,71.49,292.0,1.0
0.0,0.0,0.0,0.0,69.0,1.0,21.0,89.38,105.0,1.0
0.0,0.0,1.0,0.0,44.0,0.0,9.0,49.63,271.0,0.0
0.0,0.0,0.0,1.0,33.0,0.0,12.0,63.87,242.0,1.0
0.0,0.0,0.0,0.0,56.0,0.0,24.0,97.28,424.0,1.0
0.0,1.0,0.0,0.0,45.0,0.0,11.0,46.29,462.0,1.0
0.0,0.0,0.0,1.0,25.0,0.0,6.0,56.59,192.0,1.0
1.0,0.0,0.0,0.0,24.0,0.0,16.0,48.11,87.0,1.0
0.0,0.0,0.0,0.0,60.0,0.0,11.0,57.86,488.0,0.0
1.0,0.0,0.0,0.0,43.0,1.0,23.0,86.65,257.0,0.0
1.0,0.0,0.0,0.0,60.0,1.0,24.0,94.42,321.0,0.0
1.0,0.0,0.0,0.0,23.0,0.0,21.0,90.2,97.0,0.0
0.0,0.0,1.0,0.0,46.0,0.0,18.0,42.48,96.0,1.0
0.0,0.0,0.0,1.0,62.0,1.0,20.0,48.29,295.0,1.0
0.0,0.0,0.0,1.0,50.0,0.0,23.0,69.34,442.0,0.0
1.0,0.0,0.0,0.0,68.0,1.0,7.0,46.96,153.0,1.0
0.0,1.0,0.0,0.0,33.0,1.0,24.0,87.24,405.0,1.0
1.0,0.0,0.0,0.0,40.0,0.0,7.0,99.12,235.0,1.0
0.0,0.0,0.0,1.0,35.0,0.0,2.0,79.19,342.0,1.0
0.0,0.0,1.0,0.0,25.0,1.0,22.0,78.86,191.0,1.0
0.0,0.0,0.0,1.0,42.0,1.0,2.0,34.58,392.0,1.0
0.0,0.0,0.0,1.0,33.0,1.0,3.0,92.75,431.0,1.0
0.0,0.0,0.0,1.0,34.0,1.0,4.0,95.14,258.0,1.0
0.0,1.0,0.0,0.0,47.0,0.0,5.0,39.16,159.0,0.0
1.0,0.0,0.0,0.0,67.0,1.0,21.0,87.02,430.0,0.0
0.0,0.0,0.0,0.0,32.0,0.0,19.0,60.3,144.0,0.0
0.0,0.0,1.0,0.0,25.0,0.0,4.0,90.34,199.0,1.0
0.0,0.0,1.0,0.0,20.0,1.0,20.0,46.38,185.0,0.0
0.0,0.0,1.0,0.0,38.0,0.0,24.0,62.42,407.0,1.0
0.0,1.0,0.0,0.0,60.0,0.0,7.0,67.66,318.0,0.0
0.0,0.0,1.0,0.0,35.0,1.0,2.0,54.56,498.0,1.0
0.0,1.0,0.0,0.0,24.0,0.0,8.0,61.03,358.0,1.0
0.0,0.0,0.0,0.0,61.0,0.0,24.0,35.87,343.0,0.0
0.0,0.0,1.0,0.0,43.0,0.0,13.0,67.75,263.0,1.0
0.0,0.0,0.0,1.0,57.0,0.0,15.0,83.0,271.0,1.0
0.0,0.0,0.0,1.0,56.0,0.0,6.0,85.33,435.0,0.0
0.0,0.0,0.0,1.0,64.0,0.0,2.0,95.25,58.0,1.0
1.0,0.0,0.0,0.0,34.0,1.0,6.0,88.02,319.0,0.0
0.0,0.0,0.0,1.0,63.0,0.0,8.0,59.37,366.0,1.0
0.0,1.0,0.0,0.0,30.0,0.0,2.0,61.11,205.0,1.0
1.0,0.0,0.0,0.0,33.0,0.0,20.0,45.26,390.0,1.0
1.0,0.0,0.0,0.0,28.0,0.0,21.0,86.55,58.0,0.0
0.0,0.0,0.0,1.0,57.0,0.0,18.0,72.76,413.0,0.0
0.0,1.0,0.0,0.0,24.0,1.0,6.0,42.29,467.0,0.0
1.0,0.0,0.0,0.0,70.0,1.0,13.0,87.39,226.0,1.0
0.0,0.0,0.0,0.0,24.0,0.0,5.0,36.27,484.0,0.0
0.0,0.0,0.0,1.0,30.0,0.0,12.0,47.78,169.0,0.0
0.0,0.0,0.0,0.0,56.0,1.0,16.0,37.61,262.0,0.0
0.0,0.0,1.0,0.0,20.0,1.0,2.0,92.04,492.0,1.0
1.0,0.0,0.0,0.0,53.0,1.0,13.0,63.99,99.0,1.0
0.0,0.0,0.0,0.0,63.0,0.0,10.0,57.67,398.0,0.0
0.0,0.0,1.0,0.0,48.0,1.0,12.0,64.23,281.0,1.0
1.0,0.0,0.0,0.0,48.0,0.0,2.0,39.21,195.0,1.0
0.0,0.0,1.0,0.0,62.0,1.0,17.0,34.52,417.0,0.0
0.0,1.0,0.0,0.0,23.0,0.0,15.0,96.3,217.0,1.0
0.0,1.0,0.0,0.0,27.0,0.0,7.0,48.18,444.0,0.0
0.0,1.0,0.0,0.0,42.0,0.0,23.0,58.14,468.0,1.0
0.0,0.0,1.0,0.0,31.0,1.0,22.0,40.54,215.0,1.0
1.0,0.0,0.0,0.0,41.0,0.0,20.0,37.11,393.0,0.0
0.0,0.0,0.0,1.0,58.0,1.0,24.0,64.27,458.0,0.0
1.0,0.0,0.0,0.0,40.0,0.0,4.0,66.13,366.0,1.0
0.0,0.0,1.0,0.0,24.0,0.0,22.0,52.35,345.0,0.0
0.0,1.0,0.0,0.0,36.0,1.0,8.0,81.02,370.0,1.0
0.0,0.0,0.0,1.0,24.0,1.0,16.0,39.88,302.0,1.0
0.0,1.0,0.0,0.0,27.0,0.0,11.0,70.45,405.0,1.0
0.0,0.0,0.0,1.0,19.0,0.0,14.0,68.68,101.0,1.0
1.0,0.0,0.0,0.0,45.0,0.0,19.0,91.06,297.0,0.0
0.0,0.0,0.0,1.0,32.0,0.0,19.0,46.95,57.0,0.0
0.0,0.0,1.0,0.0,39.0,0.0,21.0,90.43,123.0,1.0
0.0,0.0,0.0,1.0,21.0,1.0,24.0,59.03,218.0,1.0
0.0,0.0,0.0,0.0,38.0,0.0,15.0,94.32,189.0,1.0
0.0,0.0,1.0,0.0,33.0,1.0,14.0,57.99,488.0,1.0
0.0,1.0,0.0,0.0,52.0,0.0,3.0,43.22,454.0,0.0
0.0,1.0,0.0,0.0,62.0,0.0,17.0,35.09,267.0,1.0
1.0,0.0,0.0,0.0,48.0,1.0,17.0,37.46,110.0,0.0
0.0,0.0,0.0,1.0,39.0,1.0,19.0,94.5,136.0,0.0
1.0,0.0,0.0,0.0,44.0,0.0,11.0,95.6,55.0,1.0
1.0,0.0,0.0,0.0,45.0,1.0,14.0,86.67,180.0,1.0
0.0,0.0,0.0,1.0,33.0,1.0,11.0,62.43,88.0,0.0
0.0,0.0,0.0,1.0,63.0,1.0,11.0,60.91,176.0,1.0
0.0,0.0,0.0,0.0,66.0,0.0,21.0,62.79,133.0,0.0
0.0,0.0,1.0,0.0,24.0,0.0,3.0,79.97,142.0,0.0
0.0,0.0,1.0,0.0,51.0,0.0,18.0,62.75,373.0,0.0
0.0,0.0,0.0,0.0,64.0,1.0,3.0,99.85,301.0,0.0
0.0,0.0,0.0,0.0,48.0,1.0,1.0,97.87,492.0,1.0
0.0,0.0,0.0,0.0,70.0,1.0,17.0,83.86,290.0,1.0
0.0,0.0,1.0,0.0,42.0,1.0,2.0,53.32,340.0,1.0
0.0,0.0,1.0,0.0,67.0,0.0,10.0,40.37,100.0,0.0
1.0,0.0,0.0,0.0,67.0,1.0,2.0,40.98,301.0,1.0
0.0,0.0,0.0,0.0,55.0,0.0,19.0,82.3,415.0,0.0
0.0,1.0,0.0,0.0,20.0,0.0,3.0,59.3,177.0,0.0
